,level1,level2,level3,info1,info2
7144,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07700 cot-3; colonial temperature-sensitive-3,K03234 EEF2; elongation factor 2
7145,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08340 ADP-ribosylation factor 1,K07937 ARF1_2; ADP-ribosylation factor 1/2
7146,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02510 clathrin heavy chain,K04646 CLTC; clathrin heavy chain
7147,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU05288 rab GDP-dissociation inhibitor,K17255 GDI1_2; Rab GDP dissociation inhibitor
7148,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU05899 flotillin domain-containing protein,K07192 FLOT; flotillin
7149,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07171 arp2; actin-related protein 2,K17260 ACTR2; actin-related protein 2
7150,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01756 arp-3; actin-related protein-3,K18584 ACTR3; actin-related protein 3
7151,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08008 adenylyl cyclase-associated protein,K17261 CAP1_2; adenylyl cyclase-associated protein
7152,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03911 F-actin-capping protein subunit alpha,K10364 CAPZA; F-actin-capping protein subunit alpha
7153,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07471 F-actin-capping protein subunit beta,K10365 CAPZB; F-actin-capping protein subunit beta
7154,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU09808 dynamin-1,K17065 DNM1L; dynamin 1-like protein [EC:3.6.5.5]
7155,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU09730 kin-1; kinesin-1,K10396 KIF5; kinesin family member 5 (plus-end-directed kinesin ATPase) [EC:5.6.1.3]
7156,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08946 hypothetical protein,K17080 PHB1; prohibitin 1
7157,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08297 cell division control protein 3,K16944 SEPT7; septin 7
7158,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03515 cell division control protein 10,K16938 SEPT3_9_12; septin 3/9/12
7159,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU10273 Hsc70 cochaperone,K16365 SGTA; small glutamine-rich tetratricopeptide repeat-containing protein alpha
7160,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU09132 tba-1; tubulin alpha-1,K07374 TUBA; tubulin alpha
7161,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU09468 tba-2; tubulin alpha-2,K07374 TUBA; tubulin alpha
7162,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01713 alf1; alf1-like,K17262 TBCB; tubulin-specific chaperone B
7163,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU05296 spindle pole body component 97,K16569 TUBGCP2; gamma-tubulin complex component 2
7164,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04319 spindle pole body component,K16570 TUBGCP3; gamma-tubulin complex component 3
7165,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03982 grp78; glucose regulated protein 78,K09490 HSPA5; endoplasmic reticulum chaperone BiP [EC:3.6.4.10]
7166,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01589 hsp60; heat shock protein 60,K04077 groEL; chaperonin GroEL [EC:5.6.1.7]
7167,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08693 hsp70-5; heat shock protein 70-5,K04043 dnaK; molecular chaperone DnaK
7168,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04448 T-complex protein 1 subunit alpha,K09493 CCT1; T-complex protein 1 subunit alpha
7169,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02207 T-complex protein 1 subunit beta,K09494 CCT2; T-complex protein 1 subunit beta
7170,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01843 T-complex protein 1 subunit gamma,K09495 CCT3; T-complex protein 1 subunit gamma
7171,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02839 T-complex protein 1,K09496 CCT4; T-complex protein 1 subunit delta
7172,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03980 T-complex protein 1 subunit epsilon,K09497 CCT5; T-complex protein 1 subunit epsilon
7173,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU09709 T-complex protein 1 subunit zeta,K09498 CCT6; T-complex protein 1 subunit zeta
7174,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU09700 T-complex protein 1 subunit beta,K09499 CCT7; T-complex protein 1 subunit eta
7175,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06783 ATP citrate lyase,K01648 ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
7176,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06785 ATP-citrate synthase subunit 1,K01648 ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
7177,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07281 gpi-1; glucose-6-phosphate isomerase,K01810 GPI; glucose-6-phosphate isomerase [EC:5.3.1.9]
7178,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07941 aspartate aminotransferase,"K14454 GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"
7179,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06630 pph-1; protein phosphatase-1,K04382 PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]
7180,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01866 lactonohydrolase,K01053 gnl; gluconolactonase [EC:3.1.1.17]
7181,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU10776 DNA-repair protein rad2,K04799 FEN1; flap endonuclease-1 [EC:3.1.-.-]
7182,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03117 inosine-5'-monophosphate dehydrogenase IMD2,K00088 IMPDH; IMP dehydrogenase [EC:1.1.1.205]
7183,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04553 ubi::crp-6; ubiquitin/cytoplasmic ribosomal protein-6,K02977 RP-S27Ae; ubiquitin-small subunit ribosomal protein S27Ae
7184,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08875 Cullin binding protein CanA,K17263 CAND1; cullin-associated NEDD8-dissociated protein 1
7185,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU11209 vacuolar protein sorting-associated protein Vps28,K12184 VPS28; ESCRT-I complex subunit VPS28
7186,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01854 hypothetical protein,K12197 CHMP1; charged multivesicular body protein 1
7187,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU00435 SNF7 family protein,K12191 CHMP2A; charged multivesicular body protein 2A
7188,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01282 vacuolar-sorting protein snf-7,K12194 CHMP4A_B; charged multivesicular body protein 4A/B
7189,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU10430 SNF7 family protein,K12195 CHMP6; charged multivesicular body protein 6
7190,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04370 ubiquitin-activating enzyme E1 1,K03178 UBE1; ubiquitin-activating enzyme E1 [EC:6.2.1.45]
7191,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU05777 ubiquitin carboxyl-terminal hydrolase 14,K11836 USP5_13; ubiquitin carboxyl-terminal hydrolase 5/13 [EC:3.4.19.12]
7192,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06712 pca-6; proteasome catalytic alpha-6,K02725 PSMA1; 20S proteasome subunit alpha 6 [EC:3.4.25.1]
7193,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03737 elongation factor Tu,K02358 tuf; elongation factor Tu
7194,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU05889 eukaryotic translation initiation factor 3 subunit 6,K03250 EIF3E; translation initiation factor 3 subunit E
7195,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01021 eukaryotic translation initiation factor 3 subunit EifCf,K03249 EIF3F; translation initiation factor 3 subunit F
7196,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07420 eIF4A,K03257 EIF4A; translation initiation factor 4A
7197,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04421 anx14; annexin 14,K17095 ANXA7_11; annexin A7/11
7198,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU00440 gnb-1; guanine nucleotide binding protein beta-1,K04536 GNB1; guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
7199,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU09269 ran; ran-like,K07936 RAN; GTP-binding nuclear protein Ran
7200,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08477 ypt-1; ypt-like-1,K07874 RAB1A; Ras-related protein Rab-1A
7201,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU00895 RAB GTPase Ypt5,K07888 RAB5B; Ras-related protein Rab-5B
7202,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03711 GTP-binding protein ypt7,K07897 RAB7A; Ras-related protein Rab-7A
7203,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06404 GTP-binding protein SAS1,K07901 RAB8A; Ras-related protein Rab-8A
7204,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02160 rac-1; Rac1 homolog-1,K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7205,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01484 rho-1; rho-type GTPase-1,"K04513 RHOA; Ras homolog gene family, member A"
7206,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07173 ADP-ribosylation factor 6,K07941 ARF6; ADP-ribosylation factor 6
7207,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06561 rdi-1; RHO protein GDP dissociation inhibitor-1,K12462 ARHGDI; Rho GDP-dissociation inhibitor
7208,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01992 coatomer subunit gamma,K17267 COPG; coatomer subunit gamma
7209,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01002 coatomer subunit epsilon,K17268 COPE; coatomer subunit epsilon
7210,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02393 mak-2; mitogen-activated protein kinase-2,K04371 ERK; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]
7211,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08761 vacuolar sorting receptor,K10089 M6PR; cation-dependent mannose-6-phosphate receptor
7212,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07330 endosomal integral membrane protein,K17086 TM9SF2_4; transmembrane 9 superfamily member 2/4
7213,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06374 multispanning membrane protein,K17086 TM9SF2_4; transmembrane 9 superfamily member 2/4
7214,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04534 nuclear migration protein NudF-2,K16794 PAFAH1B1; platelet-activating factor acetylhydrolase IB subunit alpha
7215,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04312 nudf-1; nuclear migration protein NudF-1,K16794 PAFAH1B1; platelet-activating factor acetylhydrolase IB subunit alpha
7216,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU00018 cell division control protein Cdc48,K13525 VCP; transitional endoplasmic reticulum ATPase
7217,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU05347 hH2Az; histone H2Az,K11251 H2A; histone H2A
7218,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02437 hH2A; histone H2A,K11251 H2A; histone H2A
7219,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02435 hH2B; histone H2B,K11252 H2B; histone H2B
7220,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01635 hH3; histone H3,K11253 H3; histone H3
7221,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06454 cdc42; cell division cycle 42-like,K04393 CDC42; cell division control protein 42
7222,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03992 fim; fimbrin,K17275 PLS1; plastin-1
7223,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU00720 tca-17; tricarboxylic acid-17,K00016 LDH; L-lactate dehydrogenase [EC:1.1.1.27]
7224,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02460 syn-1; syntaxin-1,K08486 STX1B_2_3; syntaxin 1B/2/3
7225,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04244 syn-2; syntaxin-2,K08486 STX1B_2_3; syntaxin 1B/2/3
7226,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07286 membrane-associated progesterone receptor component 1,K17278 PGRMC1_2; membrane-associated progesterone receptor component
7227,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06702 yop-1,K17279 REEP5_6; receptor expression-enhancing protein 5/6
7228,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02544 ABC transporter,"K05681 ABCG2; ATP-binding cassette, subfamily G (WHITE), member 2"
7229,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU00290 ABC transporter,"K05681 ABCG2; ATP-binding cassette, subfamily G (WHITE), member 2"
7230,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04380 acyl-CoA synthetase,K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
7231,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01654 long-chain-fatty-acid-CoA ligase 1,K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
7232,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03929 acyl-CoA synthetase,K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
7233,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03388 stomatin family protein,K17286 STOM; stomatin
7234,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03350 xdh-1; xanthine dehydrogenase-1,K00106 XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]
7235,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04054 Bml; Benomyl resistant,K07375 TUBB; tubulin beta
7236,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02571 acetyl-CoA acetyltransferase,K00626 ACAT; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
7237,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU09732 acetyl-CoA acetyltransferase,K00626 ACAT; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
7238,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07930 cys-18; cysteine-18,K01251 AHCY; adenosylhomocysteinase [EC:3.13.2.1]
7239,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01550 adenylate kinase cytosolic,K00939 adk; adenylate kinase [EC:2.7.4.3]
7240,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02090 adenine phosphoribosyltransferase,K00759 APRT; adenine phosphoribosyltransferase [EC:2.4.2.7]
7241,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08162 arg-10; arginine-10,K01755 argH; argininosuccinate lyase [EC:4.3.2.1]
7242,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02639 arg-1; arginine-1,K01940 argG; argininosuccinate synthase [EC:6.3.4.5]
7243,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03463 vph-1; vacuolar pH-sensitive ATPase-1,K02154 ATPeV0A; V-type H+-transporting ATPase subunit a
7244,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08515 vma-2; vacuolar membrane ATPase-2,K02147 ATPeV1B; V-type H+-transporting ATPase subunit B
7245,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU00477 carboxypeptidase Y,K13289 CTSA; cathepsin A (carboxypeptidase C) [EC:3.4.16.5]
7246,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU09230 cys-16; cysteine-16,K01758 CTH; cystathionine gamma-lyase [EC:4.4.1.1]
7247,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08275 aromatic-L-amino-acid decarboxylase,K01593 DDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
7248,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU05537 fumarylacetoacetase,K01555 FAH; fumarylacetoacetase [EC:3.7.1.2]
7249,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04797 fbp-1; fructose-bisphosphatase-1,"K03841 FBP; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
7250,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08687 galactokinase,K00849 galK; galactokinase [EC:2.7.1.6]
7251,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],"D      NCU05429 1,4-alpha-glucan branching enzyme","K00700 GBE1; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"
7252,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03657 gh63-1; glycosylhydrolase family 63-1,K01228 MOGS; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]
7253,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06005 glycerol kinase,K00864 glpK; glycerol kinase [EC:2.7.1.30]
7254,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU04856 gln-2; glutamine-2,K01915 glnA; glutamine synthetase [EC:6.3.1.2]
7255,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06724 gln-1; glutamine-1,K01915 glnA; glutamine synthetase [EC:6.3.1.2]
7256,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02479 glutamine synthetase,K01915 glnA; glutamine synthetase [EC:6.3.1.2]
7257,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06191 glutathione synthetase large subunit,K21456 GSS; glutathione synthase [EC:6.3.2.3]
7258,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01013 delta-aminolevulinic acid dehydratase,K01698 hemB; porphobilinogen synthase [EC:4.2.1.24]
7259,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01830 4-hydroxyphenylpyruvate dioxygenase,K00457 HPD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
7260,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03742 hypothetical protein,K00846 KHK; ketohexokinase [EC:2.7.1.3]
7261,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08471 tca-9; tricarboxylic acid-9,K01900 LSC2; succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]
7262,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03877 C-1-tetrahydrofolate synthase,K00288 MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]
7263,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06401 hypothetical protein,K01724 PCBD; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
7264,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08997 repressible alkaline phosphatase,K01077 E3.1.3.1; alkaline phosphatase [EC:3.1.3.1]
7265,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01439 D-3-phosphoglycerate dehydrogenase 1,K00058 serA; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
7266,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU02629 ad-5; adenine-5,K00602 purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
7267,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03637 CaaX prenyl protease Ste24,K06013 STE24; STE24 endopeptidase [EC:3.4.24.84]
7268,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU08418 tripeptidyl-peptidase,K01279 TPP1; tripeptidyl-peptidase I [EC:3.4.14.9]
7269,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU07843 ELL complex subunit Eap30,K12188 SNF8; ESCRT-II complex subunit VPS22
7270,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU03898 ESCRT-II complex component,K12189 VPS25; ESCRT-II complex subunit VPS25
7271,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU06595 vacuolar protein sorting protein,K12190 VPS36; ESCRT-II complex subunit VPS36
7272,A09180 Brite Hierarchies,B  09183 Protein families: signaling and cellular processes,C    04147 Exosome [BR:ncr04147],D      NCU01791 SNF7 family protein,K12193 VPS24; charged multivesicular body protein 3
